Acc	GenBank	Genus	Species	Host
HPV83_Human_Papillomavirus_83	AF151983  Alphapapillomavirus	HPV83_Human_Papillomavirus_83 (Alphapapillomavirus) 	Primates
HPV84_Human_Papillomavirus_84	AF293960	Alphapapillomavirus	HPV84_Human_Papillomavirus_84 (Alphapapillomavirus) 	Primates
HPV86_Human_Papillomavirus_86	AF349909	Alphapapillomavirus	HPV86_Human_Papillomavirus_86 (Alphapapillomavirus) 	Primates
HPV89_Human_Papillomavirus_89	AF436128	Alphapapillomavirus	HPV89_Human_Papillomavirus_89 (Alphapapillomavirus) 	Primates
HPV74_Human_Papillomavirus_74	AF436130	Alphapapillomavirus	HPV74_Human_Papillomavirus_74 (Alphapapillomavirus) 	Primates
MfPV7_Macaca_fascicularis_papillomavirus_7	EF558838	Alphapapillomavirus	MfPV7_Macaca_fascicularis_papillomavirus_7 (Alphapapillomavirus) 	Primates
MfPV3_Macaca_fascicularis_papillomavirus_3	EF558839	Alphapapillomavirus	MfPV3_Macaca_fascicularis_papillomavirus_3 (Alphapapillomavirus) 	Primates
MfPV6_Macaca_fascicularis_papillomavirus_6	EF558840	Alphapapillomavirus	MfPV6_Macaca_fascicularis_papillomavirus_6 (Alphapapillomavirus) 	Primates
MfPV4_Macaca_fascicularis_papillomavirus_4	EF558841	Alphapapillomavirus	MfPV4_Macaca_fascicularis_papillomavirus_4 (Alphapapillomavirus) 	Primates
MfPV8_Macaca_fascicularis_papillomavirus_8	EF558842	Alphapapillomavirus	MfPV8_Macaca_fascicularis_papillomavirus_8 (Alphapapillomavirus) 	Primates
MfPV5_Macaca_fascicularis_papillomavirus_5	EF558843	Alphapapillomavirus	MfPV5_Macaca_fascicularis_papillomavirus_5 (Alphapapillomavirus) 	Primates
MmPV2_Macaca_mulata_papillomavirus_2	MG837557	Alphapapillomavirus	MmPV2_Macaca_mulata_papillomavirus_2 (Alphapapillomavirus) 	Primates
MmPV3_Macaca_mulata_papillomavirus_3	MG837558	Alphapapillomavirus	MmPV3_Macaca_mulata_papillomavirus_3 (Alphapapillomavirus) 	Primates
MfuPV2_Macaca_fuscata_papillomavirus_2	MH469677	Alphapapillomavirus	MfuPV2_Macaca_fuscata_papillomavirus_2 (Alphapapillomavirus) 	Primates
MmPV6_Macaca_mulata_papillomavirus_6	MH745748	Alphapapillomavirus	MmPV6_Macaca_mulata_papillomavirus_6 (Alphapapillomavirus) 	Primates
MfPV10_Macaca_fascicularis_papillomavirus_10	EU490515	Alphapapillomavirus	MfPV10_Macaca_fascicularis_papillomavirus_10 (Alphapapillomavirus) 	Primates
HPV90_Human_Papillomavirus_90	AY057438	Alphapapillomavirus	HPV90_Human_Papillomavirus_90 (Alphapapillomavirus) 	Primates
HPV62_Human_Papillomavirus_62	AY395706	Alphapapillomavirus	HPV62_Human_Papillomavirus_62 (Alphapapillomavirus) 	Primates
HPV125_Human_Papillomavirus_125	FN547152	Alphapapillomavirus	HPV125_Human_Papillomavirus_125 (Alphapapillomavirus) 	Primates
MfPV9_Macaca_fascicularis_papillomavirus_9	EU490516	Alphapapillomavirus	MfPV9_Macaca_fascicularis_papillomavirus_9 (Alphapapillomavirus) 	Primates
PhPV1_Papio_hamadryas_papillomavirus_1	JF304764	Alphapapillomavirus	PhPV1_Papio_hamadryas_papillomavirus_1 (Alphapapillomavirus) 	Primates
HPV68_Human_Papillomavirus_68	DQ080079	Alphapapillomavirus	HPV68_Human_Papillomavirus_68 (Alphapapillomavirus) 	Primates
HPV97_Human_Papillomavirus_97	DQ080080	Alphapapillomavirus	HPV97_Human_Papillomavirus_97 (Alphapapillomavirus) 	Primates
MfPV11_Macaca_fascicularis_papillomavirus_11	GQ227670	Alphapapillomavirus	MfPV11_Macaca_fascicularis_papillomavirus_11 (Alphapapillomavirus) 	Primates
HPV177_Human_Papillomavirus_177	KR816168	Alphapapillomavirus	HPV177_Human_Papillomavirus_177 (Alphapapillomavirus) 	Primates
MfuPV1_Macaca_fuscata_papillomavirus_1	KT944080	Alphapapillomavirus	MfuPV1_Macaca_fuscata_papillomavirus_1 (Alphapapillomavirus) 	Primates
HPV102_Human_Papillomavirus_102	DQ080083	Alphapapillomavirus	HPV102_Human_Papillomavirus_102 (Alphapapillomavirus) 	Primates
HPV85_Human_Papillomavirus_85	AF131950	Alphapapillomavirus	HPV85_Human_Papillomavirus_85 (Alphapapillomavirus) 	Primates
HPV42_Human_Papillomavirus_42	M73236	Alphapapillomavirus	HPV42_Human_Papillomavirus_42 (Alphapapillomavirus) 	Primates
HPV18_Human_Papillomavirus_18	X05015	Alphapapillomavirus	HPV18_Human_Papillomavirus_18 (Alphapapillomavirus) 	Primates
HPV70_Human_Papillomavirus_70	U21941	Alphapapillomavirus	HPV70_Human_Papillomavirus_70 (Alphapapillomavirus) 	Primates
HPV3_Human_Papillomavirus_3	X74462	Alphapapillomavirus	HPV3_Human_Papillomavirus_3 (Alphapapillomavirus) 	Primates
HPV59_Human_Papillomavirus_59	X77858	Alphapapillomavirus	HPV59_Human_Papillomavirus_59 (Alphapapillomavirus) 	Primates
HPV27_Human_Papillomavirus_27	X74473	Alphapapillomavirus	HPV27_Human_Papillomavirus_27 (Alphapapillomavirus) 	Primates
HPV81_Human_Papillomavirus_81	AJ620209	Alphapapillomavirus	HPV81_Human_Papillomavirus_81 (Alphapapillomavirus) 	Primates
HPV71_Human_Papillomavirus_71	AB040456	Alphapapillomavirus	HPV71_Human_Papillomavirus_71 (Alphapapillomavirus) 	Primates
MmPV1_Macaca_mulata_papillomavirus_1	M60184	Alphapapillomavirus	MmPV1_Macaca_mulata_papillomavirus_1 (Alphapapillomavirus) 	Primates
HPV35_Human_Papillomavirus_35	X74477	Alphapapillomavirus	HPV35_Human_Papillomavirus_35 (Alphapapillomavirus) 	Primates
HPV94_Human_Papillomavirus_94	AJ620211	Alphapapillomavirus	HPV94_Human_Papillomavirus_94 (Alphapapillomavirus) 	Primates
HPV51_Human_Papillomavirus_51	M62877	Alphapapillomavirus	HPV51_Human_Papillomavirus_51 (Alphapapillomavirus) 	Primates
HPV26_Human_Papillomavirus_26	X74472	Alphapapillomavirus	HPV26_Human_Papillomavirus_26 (Alphapapillomavirus) 	Primates
HPV87_Human_Papillomavirus_87	AJ400628	Alphapapillomavirus	HPV87_Human_Papillomavirus_87 (Alphapapillomavirus) 	Primates
HPV32_Human_Papillomavirus_32	X74475	Alphapapillomavirus	HPV32_Human_Papillomavirus_32 (Alphapapillomavirus) 	Primates
HPV34_Human_Papillomavirus_34	X74476	Alphapapillomavirus	HPV34_Human_Papillomavirus_34 (Alphapapillomavirus) 	Primates
HPV73_Human_Papillomavirus_73	X94165	Alphapapillomavirus	HPV73_Human_Papillomavirus_73 (Alphapapillomavirus) 	Primates
HPV67_Human_Papillomavirus_67	D21208	Alphapapillomavirus	HPV67_Human_Papillomavirus_67 (Alphapapillomavirus) 	Primates
HPV61_Human_Papillomavirus_61	U31793	Alphapapillomavirus	HPV61_Human_Papillomavirus_61 (Alphapapillomavirus) 	Primates
HPV40_Human_Papillomavirus_40	X74478	Alphapapillomavirus	HPV40_Human_Papillomavirus_40 (Alphapapillomavirus) 	Primates
HPV43_Human_Papillomavirus_43	AJ620205	Alphapapillomavirus	HPV43_Human_Papillomavirus_43 (Alphapapillomavirus) 	Primates
HPV7_Human_Papillomavirus_7	X74463	Alphapapillomavirus	HPV7_Human_Papillomavirus_7 (Alphapapillomavirus) 	Primates
HPV11_Human_Papillomavirus_11	M14119	Alphapapillomavirus	HPV11_Human_Papillomavirus_11 (Alphapapillomavirus) 	Primates
HPV6_Human_Papillomavirus_6	X00203	Alphapapillomavirus	HPV6_Human_Papillomavirus_6 (Alphapapillomavirus) 	Primates
HPV16_Human_Papillomavirus_16	K02718	Alphapapillomavirus	HPV16_Human_Papillomavirus_16 (Alphapapillomavirus) 	Primates
HPV66_Human_Papillomavirus_66	U31794	Alphapapillomavirus	HPV66_Human_Papillomavirus_66 (Alphapapillomavirus) 	Primates
HPV30_Human_Papillomavirus_30	X74474	Alphapapillomavirus	HPV30_Human_Papillomavirus_30 (Alphapapillomavirus) 	Primates
HPV82_Human_Papillomavirus_82	AB027021	Alphapapillomavirus	HPV82_Human_Papillomavirus_82 (Alphapapillomavirus) 	Primates
HPV13_Human_Papillomavirus_13	X62843	Alphapapillomavirus	HPV13_Human_Papillomavirus_13 (Alphapapillomavirus) 	Primates
PpPV1_Pan_paniscus_papillomavirus_1	X62844	Alphapapillomavirus	PpPV1_Pan_paniscus_papillomavirus_1 (Alphapapillomavirus) 	Primates
HPV28_Human_Papillomavirus_28	U31783	Alphapapillomavirus	HPV28_Human_Papillomavirus_28 (Alphapapillomavirus) 	Primates
HPV53_Human_Papillomavirus_53	X74482	Alphapapillomavirus	HPV53_Human_Papillomavirus_53 (Alphapapillomavirus) 	Primates
HPV56_Human_Papillomavirus_56	X74483	Alphapapillomavirus	HPV56_Human_Papillomavirus_56 (Alphapapillomavirus) 	Primates
HPV44_Human_Papillomavirus_44	U31788	Alphapapillomavirus	HPV44_Human_Papillomavirus_44 (Alphapapillomavirus) 	Primates
HPV160_Human_Papillomavirus_160	AB745694	Alphapapillomavirus	HPV160_Human_Papillomavirus_160 (Alphapapillomavirus) 	Primates
HPV29_Human_Papillomavirus_29	U31784	Alphapapillomavirus	HPV29_Human_Papillomavirus_29 (Alphapapillomavirus) 	Primates
HPV52_Human_Papillomavirus_52	X74481	Alphapapillomavirus	HPV52_Human_Papillomavirus_52 (Alphapapillomavirus) 	Primates
HPV72_Human_Papillomavirus_72	X94164	Alphapapillomavirus	HPV72_Human_Papillomavirus_72 (Alphapapillomavirus) 	Primates
HPV77_Human_Papillomavirus_77	Y15175	Alphapapillomavirus	HPV77_Human_Papillomavirus_77 (Alphapapillomavirus) 	Primates
HPV31_Human_Papillomavirus_31	J04353	Alphapapillomavirus	HPV31_Human_Papillomavirus_31 (Alphapapillomavirus) 	Primates
HPV45_Human_Papillomavirus_45	X74479	Alphapapillomavirus	HPV45_Human_Papillomavirus_45 (Alphapapillomavirus) 	Primates
HPV10_Human_Papillomavirus_10	X74465	Alphapapillomavirus	HPV10_Human_Papillomavirus_10 (Alphapapillomavirus) 	Primates
HPV117_Human_Papillomavirus_117	GQ246950	Alphapapillomavirus	HPV117_Human_Papillomavirus_117 (Alphapapillomavirus) 	Primates
HPV33_Human_Papillomavirus_33	M12732	Alphapapillomavirus	HPV33_Human_Papillomavirus_33 (Alphapapillomavirus) 	Primates
HPV78_Human_Papillomavirus_78	KC138720	Alphapapillomavirus	HPV78_Human_Papillomavirus_78 (Alphapapillomavirus) 	Primates
HPV58_Human_Papillomavirus_58	D90400	Alphapapillomavirus	HPV58_Human_Papillomavirus_58 (Alphapapillomavirus) 	Primates
HPV2_Human_Papillomavirus_2	X55964	Alphapapillomavirus	HPV2_Human_Papillomavirus_2 (Alphapapillomavirus) 	Primates
HPV57_Human_Papillomavirus_57	X55965	Alphapapillomavirus	HPV57_Human_Papillomavirus_57 (Alphapapillomavirus) 	Primates
HPV39_Human_Papillomavirus_39	M62849	Alphapapillomavirus	HPV39_Human_Papillomavirus_39 (Alphapapillomavirus) 	Primates
HPV106_Human_Papillomavirus_106	DQ080082	Alphapapillomavirus	HPV106_Human_Papillomavirus_106 (Alphapapillomavirus) 	Primates
CgPV1_Colobus_guereza_papillomavirus_1	GU014532	Alphapapillomavirus	CgPV1_Colobus_guereza_papillomavirus_1 (Alphapapillomavirus) 	Primates
HPV69_Human_Papillomavirus_69	AB027020	Alphapapillomavirus	HPV69_Human_Papillomavirus_69 (Alphapapillomavirus) 	Primates
HPV114_Human_Papillomavirus_114	GQ244463	Alphapapillomavirus	HPV114_Human_Papillomavirus_114 (Alphapapillomavirus) 	Primates
HPV54_Human_Papillomavirus_54	U37488	Alphapapillomavirus	HPV54_Human_Papillomavirus_54 (Alphapapillomavirus) 	Primates
HPV91_Human_Papillomavirus_91	AF419318	Alphapapillomavirus	HPV91_Human_Papillomavirus_91 (Alphapapillomavirus) 	Primates
HPV143_Human_Papillomavirus_143	HM999995	Betapapillomavirus	HPV143_Human_Papillomavirus_143 (Betapapillomavirus) 	Primates
HPV145_Human_Papillomavirus_145	HM999997	Betapapillomavirus	HPV145_Human_Papillomavirus_145 (Betapapillomavirus) 	Primates
HPV152_Human_Papillomavirus_152	JF304768	Betapapillomavirus	HPV152_Human_Papillomavirus_152 (Betapapillomavirus) 	Primates
CgPV2_Colobus_guereza_papillomavirus_2	GU014533	Betapapillomavirus	CgPV2_Colobus_guereza_papillomavirus_2 (Betapapillomavirus) 	Primates
HPV182_Human_Papillomavirus_182	KR816170	Betapapillomavirus	HPV182_Human_Papillomavirus_182 (Betapapillomavirus) 	Primates
HPV185_Human_Papillomavirus_185	KR816172	Betapapillomavirus	HPV185_Human_Papillomavirus_185 (Betapapillomavirus) 	Primates
HPV120_Human_Papillomavirus_120	GQ845442	Betapapillomavirus	HPV120_Human_Papillomavirus_120 (Betapapillomavirus) 	Primates
HPV122_Human_Papillomavirus_122	GQ845444	Betapapillomavirus	HPV122_Human_Papillomavirus_122 (Betapapillomavirus) 	Primates
HPV124_Human_Papillomavirus_124	GQ845446	Betapapillomavirus	HPV124_Human_Papillomavirus_124 (Betapapillomavirus) 	Primates
HPV195_Human_Papillomavirus_195	KR816182	Betapapillomavirus	HPV195_Human_Papillomavirus_195 (Betapapillomavirus) 	Primates
HPV196_Human_Papillomavirus_196	KR816183	Betapapillomavirus	HPV196_Human_Papillomavirus_196 (Betapapillomavirus) 	Primates
MfPV2_Macaca_fascicularis_papillomavirus_2	GU014531	Betapapillomavirus	MfPV2_Macaca_fascicularis_papillomavirus_2 (Betapapillomavirus) 	Primates
HPV159_Human_Papillomavirus_159	HE963025	Betapapillomavirus	HPV159_Human_Papillomavirus_159 (Betapapillomavirus) 	Primates
HPV174_Human_Papillomavirus_174	HF930491	Betapapillomavirus	HPV174_Human_Papillomavirus_174 (Betapapillomavirus) 	Primates
HPV12_Human_Papillomavirus_12	X74466	Betapapillomavirus	HPV12_Human_Papillomavirus_12 (Betapapillomavirus) 	Primates
